group,op,workload,threads,n,go_ns_per_op_median,go_ns_per_op_mad,go_variation,rust_ns_per_op_median,rust_ns_per_op_mad,rust_variation,median_ratio_go_over_rust,ratio_ci_low,ratio_ci_high,mann_whitney_u,p_value,p_method,bytes_kind,go_bytes_per_s_median,rust_bytes_per_s_median,go_ops_per_s_median,rust_ops_per_s_median,go_cpu_ns_per_op_median,rust_cpu_ns_per_op_median,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
fstree,fstree.dir_builder,entries-16,1,1,2263.6875,0.0,0.0,557.9375,0.0,0.0,4.0572420746051305,4.0572420746051305,4.0572420746051305,1.0,1.0,exact,,,,441757.08882078464,1792315.4475187634,2625.0,625.0,,,structured,16,1,16,wide,,,1,entries,plain
fstree,fstree.dir_builder,entries-256,1,1,592.265625,0.0,0.0,346.28515625,0.0,0.0,1.7103407821859242,1.7103407821859242,1.7103407821859242,1.0,1.0,exact,,,,1688431.6053291121,2887793.4325260296,589.84375,351.5625,,,structured,256,1,256,wide,,,1,entries,plain
fstree,fstree.dir_builder,entries-40000,1,1,507.1771,0.0,0.0,320.6097,0.0,0.0,1.581914396226939,1.581914396226939,1.581914396226939,1.0,1.0,exact,,,,1971697.8546547154,3119057.2212880645,530.675,319.375,,,structured,40000,1,40000,wide,,,1,entries,plain
fstree,fstree.dir_builder,entries-4096,1,1,485.11865234375,0.0,0.0,308.4677734375,0.0,0.0,1.5726720718267901,1.5726720718267901,1.5726720718267901,1.0,1.0,exact,,,,2061351.372841897,3241829.734290264,484.130859375,308.10546875,,,structured,4096,1,4096,wide,,,1,entries,plain
fstree,fstree.encode_blob,1MiB-duplicate,1,1,218302.0,0.0,0.0,137688.0,0.0,0.0,1.5854831212596596,1.5854831212596596,1.5854831212596596,1.0,1.0,exact,payload,4803327500.435177,7615594677.822323,4580.810070452859,7262.797048399279,219000.0,138500.0,1048576,2,duplicate,,,,,,,1,item_bytes,duplicate
fstree,fstree.encode_blob,1MiB-random,1,1,246140.0,0.0,0.0,137152.0,0.0,0.0,1.7946511899206719,1.7946511899206719,1.7946511899206719,1.0,1.0,exact,payload,4260079629.4791584,7645356976.201587,4062.728528479727,7291.180587960803,249000.0,138000.0,1048576,1,random,,,,,,,1,item_bytes,random
fstree,fstree.encode_blob,1MiB-text,1,1,262411.0,0.0,0.0,152752.0,0.0,0.0,1.7178891274745993,1.7178891274745993,1.7178891274745993,1.0,1.0,exact,payload,3995930048.6641183,6864564784.749136,3810.8158575669463,6546.559128522049,348000.0,138000.0,1048576,1,text,,,,,,,1,item_bytes,text
fstree,fstree.encode_blob,4KiB-duplicate,1,1,1826.96875,0.0,0.0,1136.6640625,0.0,0.0,1.6073075680616937,1.6073075680616937,1.6073075680616937,1.0,1.0,exact,payload,2241965003.506491,3603527317.465445,547354.737184202,879767.4114905872,1843.75,1136.71875,4096,256,duplicate,,,,,,,1,item_bytes,duplicate
fstree,fstree.encode_blob,4KiB-random,1,1,1959.25,0.0,0.0,1137.328125,0.0,0.0,1.7226778771517675,1.7226778771517675,1.7226778771517675,1.0,1.0,exact,payload,2090595891.2849305,3601423291.9809313,510399.387520735,879253.733393782,1972.65625,1140.625,4096,256,random,,,,,,,1,item_bytes,random
fstree,fstree.encode_blob,4KiB-text,1,1,2129.76953125,0.0,0.0,1150.1640625,0.0,0.0,1.8517093349454221,1.8517093349454221,1.8517093349454221,1.0,1.0,exact,payload,1923212788.9424655,3561231074.3711834,469534.3723004066,869441.1802664022,2183.59375,1144.53125,4096,256,text,,,,,,,1,item_bytes,text
