core,op,workload,rep,name,value
go,packstore.mark_set_mark,all-keys,0,go.heap_alloc_bytes,94488
go,packstore.mark_set_mark,all-keys,0,go.mallocs,26
go,packstore.missing,half-present,0,go.heap_alloc_bytes,15408
go,packstore.missing,half-present,0,go.mallocs,34
go,packstore.new_mark_set,snapshot,0,go.heap_alloc_bytes,1511808
go,packstore.new_mark_set,snapshot,0,go.mallocs,416
go,packstore.oldest_inflight_write,idle,0,go.heap_alloc_bytes,0
go,packstore.oldest_inflight_write,idle,0,go.mallocs,0
go,packstore.open,empty,0,go.heap_alloc_bytes,10480
go,packstore.open,empty,0,go.mallocs,17
go,packstore.open,populated-reopen,0,go.heap_alloc_bytes,1251528
go,packstore.open,populated-reopen,0,go.mallocs,83
go,packstore.put,1MiB-duplicate/sync-off,0,go.heap_alloc_bytes,3426656
go,packstore.put,1MiB-duplicate/sync-off,0,go.mallocs,16
go,packstore.put,1MiB-random/sync-off,0,go.heap_alloc_bytes,3426912
go,packstore.put,1MiB-random/sync-off,0,go.mallocs,18
go,packstore.put,1MiB-text/sync-off,0,go.heap_alloc_bytes,1911392
go,packstore.put,1MiB-text/sync-off,0,go.mallocs,22
go,packstore.put,4KiB-duplicate/sync-off,0,go.heap_alloc_bytes,17008
go,packstore.put,4KiB-duplicate/sync-off,0,go.mallocs,49
go,packstore.put,4KiB-random/already-present,0,go.heap_alloc_bytes,32
go,packstore.put,4KiB-random/already-present,0,go.mallocs,32
go,packstore.put,4KiB-random/sync-off,0,go.heap_alloc_bytes,468472
go,packstore.put,4KiB-random/sync-off,0,go.mallocs,147
go,packstore.put,4KiB-random/sync-on,0,go.heap_alloc_bytes,468728
