core,group,op,workload,threads,n,ops_per_call,bytes_per_call,bytes_kind,ns_per_op_min,ns_per_op_p25,ns_per_op_median,ns_per_op_p75,ns_per_op_max,ns_per_op_mad,variation,cpu_ns_per_op_median,ops_per_s_median,bytes_per_s_median,entries_per_s_median,objects_per_s_median,max_rss_kib_max,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
go,fstree,fstree.encode_blob,4KiB-duplicate,1,7,1024,4194304,payload,1771.65625,1779.41455078125,1786.146484375,1839.779296875,1917.431640625,12.19140625,0.006825535507109295,1786.1328125,559864.4952963728,2293204972.733943,,,1813432.0,4096,1024,duplicate,,,,,,,1,item_bytes,duplicate
go,fstree,fstree.encode_blob,4KiB-random,1,7,1024,4194304,payload,1799.3056640625,1808.89501953125,1817.3291015625,1842.2548828125,1890.1630859375,18.0234375,0.009917541894037707,1817.3828125,550258.0678096344,2253857045.7482624,,,1813432.0,4096,1024,random,,,,,,,1,item_bytes,random
go,fstree,fstree.encode_blob,4KiB-text,1,7,1024,4194304,payload,1802.271484375,1837.13720703125,1915.896484375,1939.9462890625,2137.84375,78.568359375,0.04100866618617467,1914.0625,521948.8673607635,2137902560.7096872,,,1813432.0,4096,1024,text,,,,,,,1,item_bytes,text
go,fstree,fstree.encode_blob,empty,1,7,8000,0,payload,120.415,121.8985,122.3225,122.71256249999999,124.668125,0.41449999999998965,0.00338858345766306,122.25,8175110.874941241,,,,1813432.0,,8000,empty,,,,,,,1,item_bytes,empty
go,fstree,fstree.encode_blob,large-8MiB-duplicate,1,7,2,16777216,payload,1505952.0,1511928.25,1515630.5,1570798.5,1715161.5,6632.5,0.004376066594067618,1515500.0,659.7914201383517,5534731585.303938,,,1813432.0,8388608,2,duplicate,,,,,,,1,item_bytes,duplicate
go,fstree,fstree.encode_blob,large-8MiB-random,1,7,1,8388608,payload,1511156.0,1513897.0,1528089.0,1608988.5,1849183.0,14227.0,0.009310321584672097,1519000.0,654.4121448423489,5489606953.521687,,,1813432.0,8388608,1,random,,,,,,,1,item_bytes,random
go,fstree,fstree.encode_blob,large-8MiB-text,1,7,1,8388608,payload,1512539.0,1520589.5,1523721.0,1533719.5,1775692.0,6052.0,0.0039718557399943955,1528000.0,656.2881262383337,5505343826.067896,,,1813432.0,8388608,1,text,,,,,,,1,item_bytes,text
go,fstree,fstree.encode_blob,tiny-64B-duplicate,1,7,16384,1048576,payload,134.7642822265625,135.17245483398438,135.32012939453125,135.40945434570312,142.73785400390625,0.14617919921875,0.00108024726160702,135.31494140625,7389883.563327522,472952548.0529614,,,1813432.0,64,16384,duplicate,,,,,,,1,item_bytes,duplicate
go,fstree,fstree.encode_blob,tiny-64B-random,1,7,16384,1048576,payload,134.54473876953125,134.90432739257812,135.77996826171875,136.05426025390625,139.7451171875,0.65057373046875,0.004791382254669226,135.68115234375,7364856.633877532,471350824.568162,,,1813432.0,64,16384,random,,,,,,,1,item_bytes,random
go,fstree,fstree.encode_blob,tiny-64B-text,1,7,16384,1048576,payload,134.638916015625,134.98440551757812,135.43511962890625,135.6292724609375,136.19647216796875,0.4482421875,0.0033096451550246983,135.498046875,7383609.2347391965,472550991.0233086,,,1813432.0,64,16384,text,,,,,,,1,item_bytes,text
go,fstree,fstree.encode_dir_leaf,entries-1024,1,7,65536,4849856,encoded,151.10116577148438,151.8761978149414,152.247314453125,155.33456420898438,158.0267791748047,1.146148681640625,0.0075282029489821285,151.79443359375,6568260.357117086,486070509.3769293,6568260.357117086,,1813432.0,75779,64,structured,1024,,,leaf,,,1,entries,plain
go,fstree,fstree.encode_dir_leaf,entries-128,1,7,8192,606336,encoded,163.977783203125,164.7716064453125,165.4356689453125,167.50750732421875,171.27685546875,1.317138671875,0.007961636570106305,165.6494140625,6044645.670279041,447398227.18924713,6044645.670279041,,1813432.0,9474,64,structured,128,,,leaf,,,1,entries,plain
